image,text
/2852.png,"فیڈریشن اور منتظمین کے درمیان ہونے والی بات چیت کے 
"
/2853.png,"دوران کیا گیا۔ انگلینڈ میں ہونیوالے پرتشدد واقعہ میں یہ 
"
/2854.png,"ہولناک حادثہ 9 اگست کو برمنگھم شہر میں ہوا تھا 
"
/2855.png,"جس میں پاکستانی نژاد ہارون جہاں، شہزاد علی اور عبدالمصور 
"
/2856.png,"کو ایک کار نے کچل دیا تھا۔ تین ستمبر کو 
"
/2857.png,"ڈربی میں ہونے والے میچ کی تمام آمدنی ان شہداء 
"
/2858.png,"کے نام کی جائے گی۔ اس میچ کا آغاز برمنگھم 
"
/2859.png,"میں ہلاک ہونے والوں کی یاد میں ایک منٹ کی 
"
/286.png,"کے معاملے پر حکومت عالمی مالیاتی اداروں اور عوامی دباؤ 
"
/2860.png,"خاموشی سے ہوگا اور بازووٴں پر سیاہ پٹیاں باندھی جائیں 
"
/2861.png,"گی۔  
"
/2862.png,"کراچی(اسٹاف رپورٹر) امام بارگاہ تنظیم المومنین عزیزآباد بلاک 2 میں 
"
/2863.png,"مجلس عزا بسلسلہ شہادت حضرت علی  بدھ 24 اگست 
"
/2864.png,"کو رات 9 بجے ہوگی جس میں حدیث کساء سید 
"
/2865.png,"سلیم حسین زیدی، سلام عمران شاہ، ایمان حیدر پیش کریں 
"
/2866.png,"گے جبکہ سوز خوانی ابو طالب و برادران کریں گے 
"
/2867.png,"مجلس سے علامہ سید سبط رضا رضوی خطاب کریں گے 
"
/2868.png,"۔  
"
/2869.png,"نئی دہلی(اے پی پی) انگلینڈ کے ہاتھوں ٹیسٹ سیریزمیں ذلت 
"
/287.png,"کے بیچ سینڈوچ بنی ہوئی ہے۔ حکومت پٹرولیم مصنوعات کی 
"
/2870.png,"آمیز شکست کے بعد بھارتی ٹیم پرتنقید کا سلسلہ جاری 
"
/2871.png,"ہے، بھارت کے سابق ٹیسٹ کرکٹرز نے ٹیم میں نئے 
"
/2872.png,"خون کوشامل کرنے کا مطالبہ کردیا۔ بھارتی کرکٹ ٹیم کے 
"
/2873.png,"سابق کپتان انیل کمبلے نے کہا کہ بھارتی ٹیم کو 
"
/2874.png,"نئے ٹیلنٹ کی ضرورت ہے، بورڈکو چاہئے کہ وہ دورہ 
"
/2875.png,"انگلینڈ کے بعد کھلاڑیوں کی کارکردگی کا جائزہ لے اور 
"
/2876.png,"نئے کھلاڑیوں کوموقع دے۔ ارون لال نے بھی انیل کمبلے 
"
/2877.png,"کی طرح بھارتی بورڈ سے ٹیم میں نئے کھلاڑیوں کوشامل 
"
/2878.png,"کرنے کا مطالبہ کیا ہے ان کاکہنا ہے کہ 35 
"
/2879.png,"یا 38 سال کی عمرکے کھلاڑیوں سے ہم جیت کی 
"
/288.png,"قیمتوں میں اضافے کا فیصلہ پہلے ہی واپس لے چکی 
"
/2880.png,"توقع نہیں رکھ سکتے، دورہ انگلینڈ سے ہمیں سبق حاصل 
"
/2881.png,"کرنا چاہئے اور نئے ٹیلنٹ کی تلاش کرنی چاہئے۔ سابق 
"
/2882.png,"کپتان کیپل دیوکا کہنا ہے کہ ایک وقت تھا کہ 
"
/2883.png,"ہمارے پاس دنیا کے بہترین کھلاڑی تھے، ہم نے بروقت 
"
/2884.png,"ان کھلاڑیوں کے متبادل کھلاڑی تلاش نہیں کیے جس کی 
"
/2885.png,"وجہ سے اب ٹیم کومشکلات کا سامناہے۔ سابق کپتان سنیل 
"
/2886.png,"گواسکر کاکہناہے کہ اگرچہ انگلینڈکی ٹیم بھارت سے زیادہ مضبوط 
"
/2887.png,"اور اچھی تیاری میں تھی مگرانہیں توقع نہیں تھی کہ 
"
/2888.png,"بھارتی ٹیم اتنے برے طریقے سے شکست کھائے گی، انہوں 
"
/2889.png,"نے کہاکہ پوری سیریزمیں بھارتی ٹیم میں وہ جذبہ اور 
"
/289.png,"ہے اور دسمبر2010ء میں 5ارب کا نقصان برداشت کر چکی 
"
/2890.png,"ولولہ دکھائی نہیں دیاجوکہ ایک نمبر ون ٹیم کاہونا چاہئے۔ 
"
/2891.png,"سابق کپتان روی شاستری نے کہاکہ اب وقت آگیاہے کہ 
"
/2892.png,"کھلاڑیوں کی کارکردگی کا جائزہ لیاجائے اوردیکھاجائے کہ کون سا 
"
/2893.png,"کھلاڑی کس طرزکی کرکٹ کے لیے موضوع ہے۔ واضح رہے 
"
/2894.png,"کہ بھارت کو12 سال بعد ٹیسٹ سیریز میں کلین سوئپ 
"
/2895.png,"شکست ہوئی ہے، اس سے قبل 1999-2000 میں اسے تین 
"
/2896.png,"میچوں کی سیریز میںآ سٹریلیاکے ہاتھوں کلین سوئپ کاسامناکرناپڑا تھا۔ 
"
/2897.png,"ہالا (نامہ نگار) ہالا میں بجلی کے ستائے شہریوں نے 
"
/2898.png,"قومی شاہراہ پر دھرنا دے کر تین گھنٹے سے زائد 
"
/2899.png,"شاہراہ پر ٹریفک معطل رکھی۔ ہالا شہر کے تھلہ، مخدوم 
"
/29.png,"میں سے کسی نے پولیس پر براہ راست کی۔ انہوں 
"
/290.png,"ہے۔ وزارت پانی و بجلی کے ایک اور اعلیٰ عہدیدار 
"
/2900.png,"کالونی اور دیگر علاقوں میں ٹرانسفارمرز تبدیل نہ کرنے اور 
"
/2901.png,"دن رات لوڈشیڈنگ میں اضافے کے خلاف سینکڑوں شہریوں نے 
"
/2902.png,"احتجاجی مظاہرے کئے۔مشتعل مظاہرین نے حیسکو کے خلاف نعرے بازی 
"
/2903.png,"کرتے ہوئے قومی شاہراہ بائی پاس پر دھرنا دیا اور 
"
/2904.png,"ٹائروں کو آگ لگا کر شاہراہ کے دونوں طرف ٹریفک 
"
/2905.png,"بند کردی۔  
"
/2906.png,"کراچی)ٹی وی رپورٹ( جیو کے پروگرام” آج کامران خان کے 
"
/2907.png,"ساتھ “ کے میزبان نے کراچی کی صورتحال پر تجزیہ 
"
/2908.png,"کرتے ہوئے کہا ہے کہ ذوالفقار مرزا نے کابینہ اجلاس 
"
/2909.png,"میں متحدہ کے خلاف الزامات کا پٹارہ کھول دیا،گورنر سندھ 
"
/291.png,"نے کہا کہ وزارت نے نومبر کے لئے کے ایس 
"
/2910.png,"پر بھی الزامات لگائے گئے، ایم کیو ایم کا کوئی 
"
/2911.png,"رہنماجواب دینے کیلئے موجود نہیں تھا،صوبائی وزیر نے وزیراعظم کوبتایا 
"
/2912.png,"کہ وہ تمام ریکارڈ کے ساتھ آئی ایس آئی چیف 
"
/2913.png,"سے ملے تھے،رحمٰن ملک نے انکشاف کیا کہ انہوں نے 
"
/2914.png,"لیاری میں آپریشن کا حکم دیا مگر عمل نہ ہوا، 
"
/2915.png,"شہرمیں طوفان جنم لے رہا ہے۔کامران خان نے کہا کہ 
"
/2916.png,"ایم کیو ایم کی سوگ کی اپیل پر منگل کو 
"
/2917.png,"پاکستان کا تجارتی دارالخلافہ کراچی مکمل طور پر بند رہا۔ 
"
/2918.png,"مسلسل لاشیں گرنے کی خبریں نہیں آئیں مگر منگل کو 
"
/2919.png,"بھی 6 ہلاکتیں ہوئیں مگر منگل کے اس ظاہری سکوت 
"
/292.png,"سی صارفین کے لئے نرخوں میں 2فیصد اضافہ کر چکی 
"
/2920.png,"کے پس منظر میں دو کروڑ لوگوں کے شہر میں 
"
/2921.png,"ایک طوفان جنم لے رہا ہے۔ انہوں نے کہا کہ 
"
/2922.png,"اس طوفان کی پیشگی اطلاع کل موصول ہوئی تھی جب 
"
/2923.png,"کراچی میں وزیراعظم کی زیر صدارت سندھ کابینہ کے دو 
"
/2924.png,"اجلاس منعقد ہوئے۔ کامران خان نے کہا کہ وزیراعظم گیلانی 
"
/2925.png,"کی زیر صدارت سندھ کابینہ کے اجلاسوں میں کراچی کے 
"
/2926.png,"حالات کے حوالے سے جو بات چیت ہوئی وہ انتہائی 
"
/2927.png,"کلیدی اہمیت کی ہے اور ان سے آنے والے ہفتوں 
"
/2928.png,"میں برپا ہونے والے حالات کا سراغ مل سکتا ہے 
"
/2929.png,"اور اس تمام کی تفصیل ”آج کامران خان کے ساتھ“ 
"
/293.png,"ہے کیونکہ نومبر2010ء میں حکومت نے پیپکو صارفین کیلئے تو 
"
/2930.png,"پروگرام کو سندھ کابینہ کے دو وزیروں نے فراہم کی 
"
/2931.png,"جو کل کابینہ کے دونوں اجلاسوں میں شریک رہے۔ انہوں 
"
/2932.png,"نے ان اجلاسوں کی تفصیلات بتاتے ہوئے کہا کہ کہ 
"
/2933.png,"کل جب وزیراعظم آئے تو ان کیلئے سندھ حکومت کیلئے 
"
/2934.png,"واضح وارننگ تھی۔ وزیراعظم نے دو ٹوک انداز میں کہا 
"
/2935.png,"کہ اب آپ کو فیصلہ کرنا ہے اور ایکشن کرنا 
"
/2936.png,"ہے، اگر آپ نہیں کریں گے تو کوئی اور کرے 
"
/2937.png,"گا۔ اگر آپ نہیں کریں گے تو اس کے نتائج 
"
/2938.png,"بھگتنا ہوں گے۔ وزیراعظم نے وزیراعلیٰ سندھ اور سندھ کابینہ 
"
/2939.png,"کو کہا کہ فوج اگر آپ بلانا چاہیں تو بلالیں 
"
/294.png,"2فیصد اضافہ کیا تھا لیکن کے ای ایس سی کے 
"
/2940.png,"مگر اس کے ساتھ آپ کو اپنی ناکامی تسلیم کرنا 
"
/2941.png,"ہوگی۔ فوج بلانے سے پہلے اپنے ہاتھ اوپر اٹھالیں۔ فوج 
"
/2942.png,"آئے گی تو وہ پھر اپنے لحاظ سے آپریشن کرے 
"
/2943.png,"گی۔ وزیراعظم نے سندھ کابینہ سے مخاطب ہوتے ہوئے مزید 
"
/2944.png,"کہا کہ میں آپ کو یہ بتانا چاہتا ہوں کہ 
"
/2945.png,"حالات بہت تشویشناک ہیں۔ اب فیصلہ کرنا آپ کا کام 
"
/2946.png,"ہے۔ آپریشن پلان کرنا اور اس پر عمل کرنا آپ 
"
/2947.png,"کا کام ہے، وفاق آپ کی اس سلسلے میں پوری 
"
/2948.png,"مدد کرے گاانہوں نے کہا کہ تمام کرمنلز کے خلاف 
"
/2949.png,"آپریشن کیا جائے چاہے وہ کسی بھی پارٹی سے ہوں۔ 
"
/295.png,"صارفین کیلئے یہ اعلان نہیں کیا تھا۔ اب حکومت نے 
"
/2950.png,"یہ کسی بھی جماعت کے خلاف نہیں بلکہ ہر نسل، 
"
/2951.png,"زبان اور سیاسی وابستگی والے کرمنل کے خلاف ہونا چاہئے۔ 
"
/2952.png,"وزیراعظم نے کہا کہ میں صرف ایک پوائنٹ ایجنڈا لے 
"
/2953.png,"کر آیا ہوں کہ لاء اینڈ آرڈر ہر صورت میں 
"
/2954.png,"قائم کیا جانا چاہئے۔ کامران خان نے تبصرہ کرتے ہوئے 
"
/2955.png,"کہا کہ وزیراعظم گیلانی کا پیغام واضح تھا اور کابینہ 
"
/2956.png,"کے اراکین بتاتے ہیں کہ وہ پراعتماد نظر آرہے تھے 
"
/2957.png,"اور بار بار کہہ رہے تھے کہ کراچی کے ہر 
"
/2958.png,"اس علاقے میں جہاں قاتل، بھتہ خور اور کرمنلز چھپے 
"
/2959.png,"ہوئے ہیں وہاں آپریشن کیا جائے اور اس علاقے کی 
"
/296.png,"دسمبر میں کے ای ایس سی کے صارفین کیلئے 2فیصد 
"
/2960.png,"سیاسی وابستگی کو مدنظر نہ رکھا جائے۔ وزیراعظم کی اس 
"
/2961.png,"وارننگ کا کیا حشر ہوگا اس کا اندازہ اس بات 
"
/2962.png,"سے لگایا جاسکتا ہے کہ وزیراعلیٰ سندھ اس دوران مکمل 
"
/2963.png,"طور پر خاموش نظرا ٓئے۔ کامران خان نے کہا کہ 
"
/2964.png,"حالات کے رخ کا اندازہ اس بات سے لگایا جاسکتا 
"
/2965.png,"ہے کہ کل کے اجلاس میں سب سے متحرک کردار 
"
/2966.png,"سندھ کے سابق وزیر داخلہ ذوالفقار مرزا کا رہا۔ ڈاکٹر 
"
/2967.png,"ذوالفقار مرزا نے اپنے ساتھ لائی دستاویزات کا پٹارہ وزیراعظم 
"
/2968.png,"اور سندھ کابینہ کے سامنے کھول دیا ۔مبینہ طور پر 
"
/2969.png,"گرفتار مختلف ٹارگٹ کلرز کے مبینہ حلفی بیانات انہوں نے 
"
/297.png,"اضافے کا اعلان کیا ہے جو دراصل نومبر میں لاگو 
"
/2970.png,"کابینہ کے سامنے رکھے جس میں مبینہ ٹارگٹ کلرز اپنا 
"
/2971.png,"تعلق ایم کیو ایم سے بتارہے تھے۔ ذوالفقار مرزا نے 
"
/2972.png,"وزیراعظم کو ایک بڑی انٹیلی جنس ایجنسی کی جانب سے 
"
/2973.png,"ٹیپ شدہ گفتگو کا ریکارڈ پیش کیا جن سے ذوالفقار 
"
/2974.png,"مرزا کے بقول ایم کیو ایم کے ٹارگٹ کلرز کے 
"
/2975.png,"ساتھ تعلقات کا پتا چلتا ہے۔ اسی دوران ڈاکٹر ذوالفقار 
"
/2976.png,"مرزا نے گورنر سندھ ڈاکٹر عشرت العباد پر بھی کرپشن 
"
/2977.png,"کے سنگین الزامات لگائے اور اس حوالے سے بھی چند 
"
/2978.png,"دستاویزات وزیراعظم کے سامنے رکھ دیں۔ ذوالفقار مرزا نے وزیراعظم 
"
/2979.png,"گیلانی کو یہ دلچسپ معلومات بھی دیں کہ وہ اس 
"
/298.png,"ہونا تھا۔  
"
/2980.png,"تمام ریکارڈ کے ساتھ گزشتہ ہفتے انٹر سروسز انٹیلی جنس 
"
/2981.png,"کے سربراہ لیفٹیننٹ جنرل شجاع پاشا سے بھی ملے تھے۔ 
"
/2982.png,"ذوالفقار مرزا کے بقول یہ ملاقات ڈھائی گھنٹے جاری رہی 
"
/2983.png,"تھی۔ کامران خان نے بتایا کہ ذوالفقار مرزا نے اجلاس 
"
/2984.png,"میں کہا کہ گو کہ وہ اس معاملے میں تنہا 
"
/2985.png,"ہیں لیکن وہ اپنی یہ جدوجہد اور باتیں جاری رکھیں 
"
/2986.png,"گے جس پر وزیراعظم نے کہا کہ وہ تنہا نہیں 
"
/2987.png,"ہیں بلکہ وہ ان کے ساتھ ہیں۔ اسی دوران سندھ 
"
/2988.png,"کابینہ کے ایک اور وزیر نے بھی ذوالفقار مرزا سے 
"
/2989.png,"اظہار یکجہتی کیا۔ کامران نے مزید بتایا کہ ایم کیو 
"
/299.png,"لندن(پی اے)موٹر انشورنس فراڈ اب منظم جرائم کا حصہ بن 
"
/2990.png,"ایم اور کراچی کے حوالے سے الزامات کیلئے کراچی سے 
"
/2991.png,"تعلق رکھنے والا کوئی ممبر صوبائی اسمبلی اس اجلاس میں 
"
/2992.png,"موجود نہیں تھا کیونکہ ایم کیو ایم حکومت میں شامل 
"
/2993.png,"نہیں ہے اور عوامی نیشنل پارٹی نے اس اجلاس کا 
"
/2994.png,"بائیکاٹ کیا ہوا تھا۔ اس لئے یہ الزامات یکطرفہ تھے 
"
/2995.png,"اور اس کا جواب دینے والا وہاں کوئی موجود نہیں 
"
/2996.png,"تھا۔ انہوں نے کہا کہ ذوالفقار مرزا اور مراد علی 
"
/2997.png,"شاہ کے علاوہ کابینہ کے تمام اراکین نے کراچی کے 
"
/2998.png,"ہر مشتبہ علاقے میں بھرپور آپریشن کی حمایت کی جبکہ 
"
/2999.png,"ڈاکٹر ذوالفقار مرزا کا اصرار تھا کہ لیاری میں آپریشن 
"
/3.png,"منشور علی جاں بحق اور 2خواتین سمیت 14 افرادزخمی ہوگئے۔ 
"
/30.png,"نے کہا کہ پولیس نے مظاہرین کو منتشر کرنے کیلئے 
"
/300.png,"چکا ہے۔ یہ بات ایک پولیس چیف نے ممبران پارلیمنٹ 
"
/3000.png,"سے پی پی کیلئے منفی اثرات رونما ہوسکتے ہیں۔ کامران 
"
/3001.png,"خان نے کہا کہ ایک ناقابل یقین پیش رفت کابینہ 
"
/3002.png,"کے دوسرے اجلاس میں ہوئی جب وفاقی وزیر داخلہ رحمن 
"
/3003.png,"ملک نے ایم کیو ایم کے کراچی کے واقعات کے 
"
/3004.png,"حوالے سے ذوالفقار مرزا کے الزامات کی نہ صرف تصدیق 
"
/3005.png,"کی بلکہ مزید واقعات کابینہ اور وزیراعظم کے سامنے رکھ 
"
/3006.png,"دیئے ۔ذوالفقار مرزا نے مخصوص واقعات کا ذکر کیا جس 
"
/3007.png,"میں ایک واقعہ بھتہ خوری کے حوالے سے تھا، ایک 
"
/3008.png,"واقعہ کراچی میں ہونے والے پولیس پر حملے سے متعلق 
"
/3009.png,"تھا اوران مبینہ ٹارگٹ کلرز کے حوالے سے تھا جس 
"
/301.png,"سے گفتگو میں کہی ہے۔ ایسوسی ایشن آف چیف پولیس 
"
/3010.png,"کے بارے میں حکومت کا اصرار رہا ہے کہ حکومت 
"
/3011.png,"نے انہیں پکڑ لیا ہے۔ کامران خان نے کہا کہ 
"
/3012.png,"کابینہ کے دوسرے اجلاس میں جو بات چیت ہوئی اس 
"
/3013.png,"سے ذوالفقار مرزا کے الزامات کو تقویت پہنچانا مقصود نظر 
"
/3014.png,"آیا۔ کم از کم کابینہ کے اراکین کو ایسا لگتا 
"
/3015.png,"تھا کہ رحمن ملک ذوالفقار مرزا کے الزامات کے حوالے 
"
/3016.png,"اپنی اِن پٹ بھی دے رہے ہیں اور واضح کررہے 
"
/3017.png,"ہیں کہ وہ پرو ایم کیوا یم نہیں ہیں۔ انہوں 
"
/3018.png,"نے کہا کہ رحمن ملک کا اس اجلاس میں یہ 
"
/3019.png,"اصرار نظر آیا کہ کرمنلز ہر سیاسی جماعت میں چھپے 
"
/302.png,"آفیسرز روڈز پولیسنگ سیکشن کے چیف سپرنٹنڈنٹ جیرینٹ انوائل نے 
"
/3020.png,"ہوئے ہیں۔ رحمن ملک نے یہ بھی انکشاف کیا کہ 
"
/3021.png,"گزشتہ دنوں میں انہوں نے لیاری میں آپریشن کا حکم 
"
/3022.png,"دیا تھا مگر بوجوہ یہ آپریشن نہ ہوسکا۔ اس بات 
"
/3023.png,"پر وزیر داخلہ سندھ منظور وسان نے کابینہ کو یہ 
"
/3024.png,"کہہ کر ششدر کردیا کہ وہ تو اس آپریشن کے 
"
/3025.png,"بارے میں پہلی بار سن رہے ہیں۔ کامران خان نے 
"
/3026.png,"کہا کہ اس تمام گفتگو سے جس کے کچھ حصے 
"
/3027.png,"ہم نے انتہائی حساس ہونے کی وجہ سے حذف کردیئے 
"
/3028.png,"ہیں یہ اندازہ لگانا مشکل نہیں ہوگا کہ کراچی کے 
"
/3029.png,"حالات کس رخ پر جارہے ہیں اور آئندہ کیا ہونے 
"
/303.png,"کہا کہ موٹر انشورنس فراڈ انتہائی منظم اور واضح طور 
"
/3030.png,"والا ہے۔ کوئی ایسا موثر آپریشن ہوتا نظر نہیں آتا 
"
/3031.png,"جس میں تمام جماعتوں کے دہشتگردو کے خلاف کارروائی ہو۔ 
"
/3032.png,"کامران خان نے کہا کہ میری سمجھ میں نہیں آتا 
"
/3033.png,"کہ ایم کیو ایم کس طرح ایک بار پھر اس 
"
/3034.png,"حکومت کا حصہ بن پائے گی۔ سب سے یہی نتیجہ 
"
/3035.png,"نکالا جاسکتا ہے کہ بالآخر فوج کو ہی مداخلت کرنی 
"
/3036.png,"پڑے گی ۔کامران خان نے کہا کہ منگل کوسندھ میں 
"
/3037.png,"امن و امان کیلئے ہونے والے اجلاس میں سندھ حکومت 
"
/3038.png,"نے کراچی میں موجود دہشت گردوں، بھتہ خوروں اور قاتلوں 
"
/3039.png,"سے ایک غیرمعمولی درخواست کی کہ وہ شہر چھوڑ کر 
"
/304.png,"پر بہت منافع بخش ہے اور فراڈی عناصر اب کلیمز 
"
/3040.png,"کہیں اور چلے جائیں۔ یہ بیان ایسا تھا کہ قلابازی 
"
/3041.png,"کھانی پڑی اور ایک نیا بیان جاری کرنا پڑا۔ یہی 
"
/3042.png,"وجہ ہے کہ عوام کہتے ہیں کہ جب تک قانون 
"
/3043.png,"نافذ کرنے والے اداروں کو کھلی چھوٹ نہیں دی جائے 
"
/3044.png,"گی وہ کراچی کا مسئلہ حل نہیں کر پائیں گے 
"
/3045.png,"اور اسی لئے لوگ کہتے ہیں کہ فوج مداخلت کرے۔ 
"
/3046.png,"کراچی (اسٹاف رپورٹر) آسٹریلیاکے سابق ٹیسٹ اوپنرڈیوڈ بون آئی سی 
"
/3047.png,"سی میچ ریفری بن گئے ہیں۔ آئندہ ہفتے زمبابوے اور 
"
/3048.png,"پاکستان کے درمیان سیریزمیں وہ ایلیٹ پینل میں اپنے کیریئرکاآغازکریں 
"
/3049.png,"گے۔ بون 107 ٹیسٹ اور181 ون ڈے انٹرنیشنل میں شرکت 
"
/305.png,"منیجمنٹ کمپنیاں قائم کررہے ہیں جہاں ڈاکٹر، وکیل اور حادثے 
"
/3050.png,"کی۔ وہ 1987ء کا ورلڈکپ جیتنے والی ٹیم کے بھی 
"
/3051.png,"رکن تھے۔ ڈیوڈبون ایک اور آسٹریلوی ایلن ہرسٹ کی جگہ 
"
/3052.png,"لیں گے۔ انگلینڈ، سری لنکا کے مانچسٹر ون ڈے کے 
"
/3053.png,"بعد ایلن ہرسٹ ریٹائرہو گئے تھے۔ جمعرات یکم ستمبرکو بولاوایو 
"
/3054.png,"میں ڈیوڈ بون میچ ریفری کی حیثیت سے اننگز شروع 
"
/3055.png,"کریں گے۔ پاکستان، زمبابوے ٹیسٹ کیلئے راڈ ٹکر اور ای 
"
/3056.png,"ین گولڈ کو امپائر مقررکیا گیا ہے۔ تین ون ڈے 
"
/3057.png,"میچوں میں ای ین گولڈ مقامی امپائرکے ساتھ سپروائز کریں 
"
/3058.png,"گے۔  
"
/3059.png,"اسلام آباد (اے پی پی) پاکستان بلائینڈکرکٹ کونسل پاک بھارت 
"
/306.png,"کا شکار سب ایک ہی مجرم خاندان سے تعلق رکھتے 
"
/3060.png,"سیریزکیلئیاسپانسرکی تلاش میں ہے۔ پاکستان بلائینڈ کرکٹ کونسل کے سیکرٹری 
"
/3061.png,"بلال ستی کے مطابق ہم ایک پرائیویٹ اسپانسرتلاش کر رہے 
"
/3062.png,"ہیں۔ انہوں نے کہا کہ ہمیں پاکستان کرکٹ بورڈکی جانب 
"
/3063.png,"سے 10لاکھ 30ہزار روپے کی گرانٹ ملی ہے، جس پر 
"
/3064.png,"پی سی بی کے شکرگزار ہیں ۔  
"
/3065.png,"عمرکوٹ (نامہ نگار) تھربازارعمر کوٹ مقامی ہوٹل پر زہریلے کھانے 
"
/3066.png,"سے ہوٹل کے ملازمین سمیت 30 /افراد بے ہوش ہوگئے 
"
/3067.png,"جن کوملیر میڈیکل سینٹر اور دیگر اسپتالوں میں داخل کردیا 
"
/3068.png,"گیا ہے زیر علاج افرادکے نام نورمحمد ہالے پوٹہ، گل 
"
/3069.png,"محمد ہالے پوٹہ، اقبال راہموں، اللہ داد راہموں، حامدراہموں، محمد 
"
/307.png,"ہیں۔ فراڈ کے واقعات لندن سے لے کر انگلینڈ کے 
"
/3070.png,"خان راہموں، ناتھوخان راہموں، علی حسن راہموں، سائینداد راہموں، علی 
"
/3071.png,"نواز رند وغیرہ ہیں۔  
"
/3072.png,"کراچی(اسٹاف رپورٹر)شہر میں جاری ٹارگٹ کلنگ اور خوف و حراس 
"
/3073.png,"پر ایم کیو ایم کی جانب سے یوم سوگ اور 
"
/3074.png,"مذمت کی اپیل پر منگل کے روز شہر بھر کے 
"
/3075.png,"تمام پٹرول پمپ بند ہونے اور ٹریفک معطل رہنے کی 
"
/3076.png,"وجہ سے مختلف اسپتالوں میں خدمات سرانجام دینے والے طبی 
"
/3077.png,"عملے کی بڑی تعدادطبی مراکز سے غیر حاضر رہی جس 
"
/3078.png,"کی وجہ سے ہزاروں مریضوں کو شدید مشکلات کا سامنا 
"
/3079.png,"کرناپڑا جبکہ ٹیسٹ اور سینکڑوں آپریشن بھی ملتوی کردیئے گئے۔ذرائع 
"
/308.png,"وسط تک ہر جگہ ہورہے ہیں۔ جیرینٹ انوائل دارالعوام کی 
"
/3080.png,"کے مطابق شہر قائد میں گزشتہ کئی روز سے جاری 
"
/3081.png,"ٹارگٹ کلنگ اور بدامنی کے خلاف یوم سوگ منانے کے 
"
/3082.png,"اعلان پر مختلف اسپتالوں جس میں سول اسپتال،جناح اسپتال، عباسی 
"
/3083.png,"شہید اسپتال،این آئی سی ایچ اسپتال،این آئی سی وی ڈی 
"
/3084.png,"اسپتال،سوبھراج میٹرنٹی ہوم و اسپتال ،سندھ گورنمنٹ اسپتال نیو کراچی 
"
/3085.png,"،لیاقت آباد اسپتال سمیت دیگر اسپتالوں میں خدمات سرانجام دینے 
"
/3086.png,"درجنوں ڈاکٹر اور سینکڑوں پیرامیڈیکل اسٹاف کا عملہ متعلقہ طبی 
"
/3087.png,"مراکز نہیں پہنچ سکا جس کی وجہ سے داخل مریضوں 
"
/3088.png,"کو شدید مشکلات کاسامنا کرناپڑا جبکہ مختلف اقسام کے ہونے 
"
/3089.png,"والے ٹیسٹ،سینکڑوں آپریشن ملتوی اور تمام او پی ڈیز بھی 
"
/309.png,"ٹرانسپورٹ کمیٹی سے خطاب کررہے تھے۔ انہوں نے کہا کہ 
"
/3090.png,"مکمل طورپر بند رہیں ۔مختلف اسپتالو ں کے انتظامی افسران 
"
/3091.png,"کے مطابق شہر میں جاری کشیدہ حالات کے پیش نظر 
"
/3092.png,"شعبہ حادثات میں اسٹاف اور تمام تر ادویات موجود ہیں 
"
/3093.png,"جبکہ مختلف وارڈوں میں اسٹاف کی کمی ضرورہے لیکن مریضوں 
"
/3094.png,"کو علاج فراہم کیا گیاہے۔  
"
/3095.png,"اوول (اے پی پی) انگلینڈ اور بھارت کے درمیان کھیلی 
"
/3096.png,"گئی چار ٹیسٹ کرکٹ میچوں کی سیریز میں بیٹنگ اور 
"
/3097.png,"بولنگ کے میدان میں انگلش کھلاڑی بازی لے گئے۔ کیون 
"
/3098.png,"پیٹرسن بیٹنگ جبکہ اسٹورٹ براڈ بولنگ میں سر فہرست رہے۔ 
"
/3099.png,"انگلینڈ اور بھارت کی ٹیموں کے درمیان کھیلی گئی ٹیسٹ 
"
/31.png,"ہوائی فائرنگ کی ۔انہوں نے کہا کہ مظاہرین نے بجلی 
"
/310.png,"انگلستان اور ویلز میں 6000 سے زیادہ روڈ سیفٹی آفیسرز 
"
/3100.png,"سیریز میں بیٹنگ کے میدان میں کیون پیٹرسن سر فہرست 
"
/3101.png,"رہے۔ انہوں نے چار ٹیسٹ میچوں کی 6 اننگز میں 
"
/3102.png,"533 رنز بنائے، جس میں ان کی ایک شاندار ڈبل 
"
/3103.png,"سنچری جبکہ دو سنچریاں اور دو نصف سنچریاں شامل ہیں۔ 
"
/3104.png,"ای ین بیل 504 رنزبناکر دوسرے نمبر پر رہے، انہوں 
"
/3105.png,"نے چارٹیسٹ میچوں کی 6 اننگزوں میں کیریئر کی پہلی 
"
/3106.png,"ڈبل سنچری سمیت دو سنچریاں مکمل کیں ۔ بھارت کے 
"
/3107.png,"راہول ڈریوڈ تیسرے نمبرپررہے، انہوں نے تین سنچریاں اسکورکیں۔ بولنگ 
"
/3108.png,"کے میدان میں اسٹورٹ براڈ بازی لے گئے، انہوں نے 
"
/3109.png,"4 ٹیسٹ میچوں میں 25 وکٹیں حاصل کیں جس میں 
"
/311.png,"ہیں۔نمبر پلیٹوں کی شناخت کا خودکار نظام فراڈ کا مقابلہ 
"
/3110.png,"ہیٹ ٹرک بھی شامل ہے۔ جیمز اینڈرسن 21 وکٹوں کے 
"
/3111.png,"ساتھ دوسرے جبکہ ٹم بریسنن 16 وکٹوں کے ساتھ تیسرے 
"
/3112.png,"نمبر پر رہے۔  
"
/3113.png,"کراچی (اسٹاف رپورٹر) وزیراعلیٰ سندھ سید قائم علی شاہ نے 
"
